,Protocollo,Longitude,Latitude,NaturaIncidente,DataOraIncidente,CondizioneAtmosferica,Municipio
373,4735657,12.4587,41.8225,C4,2020-01-10,Sereno,Municipio IX
374,4735669,12.4969,41.9117,C8,2020-01-10,Sereno,Municipio II
375,4735669,12.4969,41.9117,C8,2020-01-10,Sereno,Municipio II
379,4735775,12.3607,41.7262,,2020-01-10,Sereno,Municipio X
380,4735775,12.3607,41.7262,,2020-01-10,Sereno,Municipio X
381,4735775,12.3607,41.7262,,2020-01-10,Sereno,Municipio X
382,4735823,12.5122,41.9333,C8,2020-01-10,Sereno,Municipio II
383,4735823,12.5122,41.9333,C8,2020-01-10,Sereno,Municipio II
384,4735828,12.3426,41.7841,C5,2020-01-10,Sereno,Municipio X
385,4735851,12.5163,41.8699,C1,2020-01-10,Sereno,Municipio VII
386,4735851,12.5163,41.8699,C1,2020-01-10,Sereno,Municipio VII
387,4735877,12.553,41.8767,C4,2020-01-10,Sereno,Municipio V
388,4735877,12.553,41.8767,C4,2020-01-10,Sereno,Municipio V
389,4736002,12.468,41.9183,C4,2020-01-10,Sereno,Municipio I
390,4736002,12.468,41.9183,C4,2020-01-10,Sereno,Municipio I
391,4736002,12.468,41.9183,C4,2020-01-10,Sereno,Municipio I
392,4736002,12.468,41.9183,C4,2020-01-10,Sereno,Municipio I
393,4736002,12.468,41.9183,C4,2020-01-10,Sereno,Municipio I
394,4736181,12.4653,41.9129,C4,2020-01-10,Sereno,Municipio I
395,4736181,12.4653,41.9129,C4,2020-01-10,Sereno,Municipio I
396,4736181,12.4653,41.9129,C4,2020-01-10,Sereno,Municipio I
397,4736181,12.4653,41.9129,C4,2020-01-10,Sereno,Municipio I
398,4736224,12.612,41.8546,C5,2020-01-10,Sereno,Municipio VI
399,4736226,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
400,4736226,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
401,4736226,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
402,4736244,12.5186,41.9735,C3,2020-01-10,Sereno,Municipio III
403,4736244,12.5186,41.9735,C3,2020-01-10,Sereno,Municipio III
404,4736244,12.5186,41.9735,C3,2020-01-10,Sereno,Municipio III
405,4736258,12.4554,41.9103,C4,2020-01-10,Sereno,Municipio I
406,4736258,12.4554,41.9103,C4,2020-01-10,Sereno,Municipio I
407,4736280,12.5366,41.9517,C8,2020-01-10,Sereno,Municipio III
408,4736280,12.5366,41.9517,C8,2020-01-10,Sereno,Municipio III
409,4736280,12.5366,41.9517,C8,2020-01-10,Sereno,Municipio III
410,4736292,12.5728,41.9579,C2,2020-01-10,Sereno,Municipio III
411,4736292,12.5728,41.9579,C2,2020-01-10,Sereno,Municipio III
412,4736308,12.5673,41.9507,C8,2020-01-10,Sereno,Municipio III
413,4736308,12.5673,41.9507,C8,2020-01-10,Sereno,Municipio III
414,4736319,12.5358,41.9554,C2,2020-01-10,Sereno,Municipio III
415,4736319,12.5358,41.9554,C2,2020-01-10,Sereno,Municipio III
416,4736319,12.5358,41.9554,C2,2020-01-10,Sereno,Municipio III
417,4736319,12.5358,41.9554,C2,2020-01-10,Sereno,Municipio III
418,4736621,12.6226,41.8468,C8,2020-01-10,Sereno,Municipio VI
419,4736621,12.6226,41.8468,C8,2020-01-10,Sereno,Municipio VI
420,4736621,12.6226,41.8468,C8,2020-01-10,Sereno,Municipio VI
421,4736624,12.6918,41.9062,C8,2020-01-10,Sereno,Municipio VI
422,4736624,12.6918,41.9062,C8,2020-01-10,Sereno,Municipio VI
423,4736626,12.6199,41.8628,C2,2020-01-10,Sereno,Municipio VI
424,4736626,12.6199,41.8628,C2,2020-01-10,Sereno,Municipio VI
425,4736626,12.6199,41.8628,C2,2020-01-10,Sereno,Municipio VI
426,4736626,12.6199,41.8628,C2,2020-01-10,Sereno,Municipio VI
427,4736627,12.6638,41.9183,C2,2020-01-10,Sereno,Municipio VI
428,4736627,12.6638,41.9183,C2,2020-01-10,Sereno,Municipio VI
429,4736627,12.6638,41.9183,C2,2020-01-10,Sereno,Municipio VI
430,4736627,12.6638,41.9183,C2,2020-01-10,Sereno,Municipio VI
431,4736627,12.6638,41.9183,C2,2020-01-10,Sereno,Municipio VI
432,4736627,12.6638,41.9183,C2,2020-01-10,Sereno,Municipio VI
433,4736631,12.4278,41.9374,C4,2020-01-10,Sereno,Municipio XIV
434,4736631,12.4278,41.9374,C4,2020-01-10,Sereno,Municipio XIV
435,4736631,12.4278,41.9374,C4,2020-01-10,Sereno,Municipio XIV
436,4736631,12.4278,41.9374,C4,2020-01-10,Sereno,Municipio XIV
437,4736631,12.4278,41.9374,C4,2020-01-10,Sereno,Municipio XIV
438,4736631,12.4278,41.9374,C4,2020-01-10,Sereno,Municipio XIV
439,4736637,12.5754,41.8561,C2,2020-01-10,Sereno,Municipio VII
440,4736637,12.5754,41.8561,C2,2020-01-10,Sereno,Municipio VII
441,4736638,12.4233,41.9128,C2,2020-01-10,Sereno,Municipio XIII
442,4736638,12.4233,41.9128,C2,2020-01-10,Sereno,Municipio XIII
443,4736638,12.4233,41.9128,C2,2020-01-10,Sereno,Municipio XIII
444,4736638,12.4233,41.9128,C2,2020-01-10,Sereno,Municipio XIII
445,4736639,12.557,41.8597,C8,2020-01-10,Sereno,Municipio VII
446,4736639,12.557,41.8597,C8,2020-01-10,Sereno,Municipio VII
447,4736639,12.557,41.8597,C8,2020-01-10,Sereno,Municipio VII
448,4736639,12.557,41.8597,C8,2020-01-10,Sereno,Municipio VII
449,4736645,12.5998,41.8368,C2,2020-01-10,Sereno,Municipio VII
450,4736645,12.5998,41.8368,C2,2020-01-10,Sereno,Municipio VII
451,4736645,12.5998,41.8368,C2,2020-01-10,Sereno,Municipio VII
452,4736652,12.3966,41.9134,C3,2020-01-10,Sereno,Municipio XIII
453,4736652,12.3966,41.9134,C3,2020-01-10,Sereno,Municipio XIII
454,4736654,12.4704,41.948,C1,2020-01-10,Sereno,Municipio XV
455,4736654,12.4704,41.948,C1,2020-01-10,Sereno,Municipio XV
456,4736656,12.3847,41.9149,C1,2020-01-10,Sereno,Municipio XIII
457,4736656,12.3847,41.9149,C1,2020-01-10,Sereno,Municipio XIII
458,4736680,12.4404,41.8869,C5,2020-01-10,Sereno,Municipio XII
459,4736682,12.5091,41.8989,C2,2020-01-10,Nuvoloso,Municipio I
460,4736682,12.5091,41.8989,C2,2020-01-10,Nuvoloso,Municipio I
461,4736682,12.5091,41.8989,C2,2020-01-10,Nuvoloso,Municipio I
462,4736682,12.5091,41.8989,C2,2020-01-10,Nuvoloso,Municipio I
463,4736685,12.4122,41.903,C3,2020-01-10,Sereno,Municipio XIII
464,4736685,12.4122,41.903,C3,2020-01-10,Sereno,Municipio XIII
465,4736695,12.508,41.896,C5,2020-01-10,Sereno,Municipio I
466,4736697,12.2868,41.896,C3,2020-01-10,Sereno,Municipio XIII
467,4736697,12.2868,41.896,C3,2020-01-10,Sereno,Municipio XIII
468,4736704,12.4254,41.9045,C2,2020-01-10,Sereno,Municipio XIII
469,4736704,12.4254,41.9045,C2,2020-01-10,Sereno,Municipio XIII
470,4736704,12.4254,41.9045,C2,2020-01-10,Sereno,Municipio XIII
471,4736709,12.4185,41.9059,C2,2020-01-10,Sereno,Municipio XIII
472,4736709,12.4185,41.9059,C2,2020-01-10,Sereno,Municipio XIII
473,4736709,12.4185,41.9059,C2,2020-01-10,Sereno,Municipio XIII
474,4736709,12.4185,41.9059,C2,2020-01-10,Sereno,Municipio XIII
475,4736709,12.4185,41.9059,C2,2020-01-10,Sereno,Municipio XIII
476,4736721,12.4102,41.9137,C8,2020-01-10,Sereno,Municipio XIV
477,4736721,12.4102,41.9137,C8,2020-01-10,Sereno,Municipio XIV
478,4736721,12.4102,41.9137,C8,2020-01-10,Sereno,Municipio XIV
479,4736721,12.4102,41.9137,C8,2020-01-10,Sereno,Municipio XIV
480,4736721,12.4102,41.9137,C8,2020-01-10,Sereno,Municipio XIV
481,4736722,12.4451,41.8959,C2,2020-01-10,Sereno,Municipio XIII
482,4736722,12.4451,41.8959,C2,2020-01-10,Sereno,Municipio XIII
483,4736732,12.3781,41.9374,C8,2020-01-10,Sereno,Municipio XIV
484,4736732,12.3781,41.9374,C8,2020-01-10,Sereno,Municipio XIV
485,4736732,12.3781,41.9374,C8,2020-01-10,Sereno,Municipio XIV
486,4736732,12.3781,41.9374,C8,2020-01-10,Sereno,Municipio XIV
487,4736749,12.5196,41.9133,C1,2020-01-10,Nuvoloso,Municipio II
488,4736749,12.5196,41.9133,C1,2020-01-10,Nuvoloso,Municipio II
489,4736836,12.6395,41.9384,C5,2020-01-10,Sereno,Municipio IV
490,4736940,12.2783,41.7366,C2,2020-01-10,Sereno,Municipio X
491,4736940,12.2783,41.7366,C2,2020-01-10,Sereno,Municipio X
492,4736943,12.2715,41.7339,C3,2020-01-10,Sereno,Municipio X
493,4736943,12.2715,41.7339,C3,2020-01-10,Sereno,Municipio X
494,4736945,12.3559,41.7873,C8,2020-01-10,Sereno,Municipio X
495,4736945,12.3559,41.7873,C8,2020-01-10,Sereno,Municipio X
496,4736948,12.3757,41.7266,C8,2020-01-10,Sereno,Municipio X
497,4736948,12.3757,41.7266,C8,2020-01-10,Sereno,Municipio X
498,4736954,,,C5,2020-01-10,,
499,4736959,12.3735,41.6876,C5,2020-01-10,Sereno,Municipio X
500,4737007,12.5496,41.8661,C8,2020-01-10,Sereno,Municipio VII
501,4737007,12.5496,41.8661,C8,2020-01-10,Sereno,Municipio VII
502,4737031,12.5604,41.8813,C1,2020-01-10,Sereno,Municipio V
503,4737031,12.5604,41.8813,C1,2020-01-10,Sereno,Municipio V
504,4737048,12.5561,41.8558,C8,2020-01-10,Sereno,Municipio VII
505,4737048,12.5561,41.8558,C8,2020-01-10,Sereno,Municipio VII
506,4737048,12.5561,41.8558,C8,2020-01-10,Sereno,Municipio VII
507,4737048,12.5561,41.8558,C8,2020-01-10,Sereno,Municipio VII
508,4737255,12.55,41.8895,C6,2020-01-10,Sereno,Municipio V
509,4737255,12.55,41.8895,C6,2020-01-10,Sereno,Municipio V
510,4737760,12.5432,41.8814,C3,2020-01-10,Sereno,Municipio V
511,4737760,12.5432,41.8814,C3,2020-01-10,Sereno,Municipio V
512,4737760,12.5432,41.8814,C3,2020-01-10,Sereno,Municipio V
513,4737760,12.5432,41.8814,C3,2020-01-10,Sereno,Municipio V
514,4737828,12.3427,41.7043,C3,2020-01-10,Sereno,Municipio X
515,4737828,12.3427,41.7043,C3,2020-01-10,Sereno,Municipio X
516,4737864,12.4309,41.973,C4,2020-01-10,Sereno,Municipio XV
517,4737864,12.4309,41.973,C4,2020-01-10,Sereno,Municipio XV
518,4737864,12.4309,41.973,C4,2020-01-10,Sereno,Municipio XV
519,4737872,12.4828,41.94,C5,2020-01-10,Sereno,Municipio XV
520,4738193,12.5351,41.866,C2,2020-01-10,Sereno,Municipio VII
521,4738193,12.5351,41.866,C2,2020-01-10,Sereno,Municipio VII
522,4738199,12.5639,41.8526,C8,2020-01-10,Sereno,Municipio VII
523,4738199,12.5639,41.8526,C8,2020-01-10,Sereno,Municipio VII
524,4738199,12.5639,41.8526,C8,2020-01-10,Sereno,Municipio VII
525,4738208,12.567,41.854,C2,2020-01-10,Sereno,Municipio VII
526,4738208,12.567,41.854,C2,2020-01-10,Sereno,Municipio VII
527,4738299,12.4567,41.846,C1,2020-01-10,Sereno,Municipio XI
528,4738299,12.4567,41.846,C1,2020-01-10,Sereno,Municipio XI
529,4738301,12.4427,41.8481,C2,2020-01-10,Sereno,Municipio XI
530,4738301,12.4427,41.8481,C2,2020-01-10,Sereno,Municipio XI
531,4738301,12.4427,41.8481,C2,2020-01-10,Sereno,Municipio XI
532,4738313,12.4196,41.8317,C4,2020-01-10,Sereno,Municipio XI
533,4738313,12.4196,41.8317,C4,2020-01-10,Sereno,Municipio XI
534,4738313,12.4196,41.8317,C4,2020-01-10,Sereno,Municipio XI
535,4738313,12.4196,41.8317,C4,2020-01-10,Sereno,Municipio XI
536,4738313,12.4196,41.8317,C4,2020-01-10,Sereno,Municipio XI
537,4738313,12.4196,41.8317,C4,2020-01-10,Sereno,Municipio XI
538,4738321,12.4652,41.8646,C5,2020-01-10,Sereno,Municipio XI
539,4738321,12.4652,41.8646,C5,2020-01-10,Sereno,Municipio XI
540,4738327,12.4675,41.871,C2,2020-01-10,Sereno,Municipio XI
541,4738327,12.4675,41.871,C2,2020-01-10,Sereno,Municipio XI
542,4738336,12.4613,41.8664,C5,2020-01-10,Sereno,Municipio XII
543,4738392,12.6298,41.8747,C8,2020-01-10,Sereno,Municipio VI
544,4738392,12.6298,41.8747,C8,2020-01-10,Sereno,Municipio VI
545,4738395,12.6466,41.8622,C2,2020-01-10,Sereno,Municipio VI
546,4738395,12.6466,41.8622,C2,2020-01-10,Sereno,Municipio VI
547,4738395,12.6466,41.8622,C2,2020-01-10,Sereno,Municipio VI
548,4738395,12.6466,41.8622,C2,2020-01-10,Sereno,Municipio VI
549,4738397,12.6176,41.8802,C4,2020-01-10,Sereno,Municipio VI
550,4738397,12.6176,41.8802,C4,2020-01-10,Sereno,Municipio VI
551,4738397,12.6176,41.8802,C4,2020-01-10,Sereno,Municipio VI
552,4738397,12.6176,41.8802,C4,2020-01-10,Sereno,Municipio VI
553,4738399,12.6904,41.8708,C8,2020-01-10,Sereno,Municipio VI
554,4738399,12.6904,41.8708,C8,2020-01-10,Sereno,Municipio VI
555,4738399,12.6904,41.8708,C8,2020-01-10,Sereno,Municipio VI
556,4738399,12.6904,41.8708,C8,2020-01-10,Sereno,Municipio VI
557,4738399,12.6904,41.8708,C8,2020-01-10,Sereno,Municipio VI
558,4738399,12.6904,41.8708,C8,2020-01-10,Sereno,Municipio VI
559,4738400,12.5989,41.863,C2,2020-01-10,Sereno,Municipio VI
560,4738400,12.5989,41.863,C2,2020-01-10,Sereno,Municipio VI
561,4738400,12.5989,41.863,C2,2020-01-10,Sereno,Municipio VI
562,4738400,12.5989,41.863,C2,2020-01-10,Sereno,Municipio VI
563,4738400,12.5989,41.863,C2,2020-01-10,Sereno,Municipio VI
564,4738401,12.6108,41.9058,C4,2020-01-10,Sereno,Municipio V
565,4738401,12.6108,41.9058,C4,2020-01-10,Sereno,Municipio V
566,4738401,12.6108,41.9058,C4,2020-01-10,Sereno,Municipio V
567,4738401,12.6108,41.9058,C4,2020-01-10,Sereno,Municipio V
568,4738406,12.6626,41.8643,C4,2020-01-10,Sereno,Municipio VI
569,4738406,12.6626,41.8643,C4,2020-01-10,Sereno,Municipio VI
570,4738406,12.6626,41.8643,C4,2020-01-10,Sereno,Municipio VI
571,4738406,12.6626,41.8643,C4,2020-01-10,Sereno,Municipio VI
572,4738406,12.6626,41.8643,C4,2020-01-10,Sereno,Municipio VI
573,4738410,12.6193,41.8746,C8,2020-01-10,Sereno,Municipio VI
574,4738410,12.6193,41.8746,C8,2020-01-10,Sereno,Municipio VI
575,4738410,12.6193,41.8746,C8,2020-01-10,Sereno,Municipio VI
576,4738410,12.6193,41.8746,C8,2020-01-10,Sereno,Municipio VI
577,4738428,12.5195,41.9086,C3,2020-01-10,Sereno,Municipio II
578,4738428,12.5195,41.9086,C3,2020-01-10,Sereno,Municipio II
579,4738431,12.5188,41.9012,C4,2020-01-10,Sereno,Municipio II
580,4738431,12.5188,41.9012,C4,2020-01-10,Sereno,Municipio II
581,4738433,12.5067,41.9129,C2,2020-01-10,Sereno,Municipio II
582,4738433,12.5067,41.9129,C2,2020-01-10,Sereno,Municipio II
583,4738433,12.5067,41.9129,C2,2020-01-10,Sereno,Municipio II
584,4738433,12.5067,41.9129,C2,2020-01-10,Sereno,Municipio II
585,4738437,12.5037,41.9112,C2,2020-01-10,Sereno,Municipio II
586,4738437,12.5037,41.9112,C2,2020-01-10,Sereno,Municipio II
587,4738437,12.5037,41.9112,C2,2020-01-10,Sereno,Municipio II
588,4738603,12.6228,41.8669,C8,2020-01-10,Sereno,Municipio VI
589,4738603,12.6228,41.8669,C8,2020-01-10,Sereno,Municipio VI
590,4738603,12.6228,41.8669,C8,2020-01-10,Sereno,Municipio VI
591,4738603,12.6228,41.8669,C8,2020-01-10,Sereno,Municipio VI
592,4738603,12.6228,41.8669,C8,2020-01-10,Sereno,Municipio VI
593,4738636,12.4724,41.8537,,2020-01-10,Sereno,Municipio VIII
594,4738636,12.4724,41.8537,,2020-01-10,Sereno,Municipio VIII
595,4738636,12.4724,41.8537,,2020-01-10,Sereno,Municipio VIII
596,4738641,12.5549,41.8652,C1,2020-01-10,Sereno,Municipio VII
597,4738641,12.5549,41.8652,C1,2020-01-10,Sereno,Municipio VII
598,4738646,12.4536,41.8089,C8,2020-01-10,Sereno,Municipio IX
599,4738646,12.4536,41.8089,C8,2020-01-10,Sereno,Municipio IX
600,4738646,12.4536,41.8089,C8,2020-01-10,Sereno,Municipio IX
601,4738649,12.4644,41.864,,2020-01-10,Sereno,Municipio XI
602,4738649,12.4644,41.864,,2020-01-10,Sereno,Municipio XI
603,4738649,12.4644,41.864,,2020-01-10,Sereno,Municipio XI
604,4738649,12.4644,41.864,,2020-01-10,Sereno,Municipio XI
605,4738664,12.4789,41.8657,C4,2020-01-10,Sereno,Municipio VIII
606,4738664,12.4789,41.8657,C4,2020-01-10,Sereno,Municipio VIII
607,4738664,12.4789,41.8657,C4,2020-01-10,Sereno,Municipio VIII
608,4738664,12.4789,41.8657,C4,2020-01-10,Sereno,Municipio VIII
609,4738669,12.5348,41.9091,C8,2020-01-10,Sereno,Municipio IV
610,4738669,12.5348,41.9091,C8,2020-01-10,Sereno,Municipio IV
611,4738669,12.5348,41.9091,C8,2020-01-10,Sereno,Municipio IV
612,4738695,12.5348,41.887,C8,2020-01-10,Sereno,Municipio V
613,4738695,12.5348,41.887,C8,2020-01-10,Sereno,Municipio V
614,4738699,12.6202,41.835,C2,2020-01-10,Sereno,Municipio VII
615,4738699,12.6202,41.835,C2,2020-01-10,Sereno,Municipio VII
616,4738700,12.5796,41.9389,C3,2020-01-10,Sereno,Municipio IV
617,4738700,12.5796,41.9389,C3,2020-01-10,Sereno,Municipio IV
618,4738700,12.5796,41.9389,C3,2020-01-10,Sereno,Municipio IV
619,4738708,,,C3,2020-01-10,Sereno,
620,4738708,,,C3,2020-01-10,Sereno,
621,4738710,12.425,41.924,C4,2020-01-10,Sereno,Municipio XIV
622,4738710,12.425,41.924,C4,2020-01-10,Sereno,Municipio XIV
623,4738710,12.425,41.924,C4,2020-01-10,Sereno,Municipio XIV
624,4738730,12.6155,41.8933,C8,2020-01-10,Sereno,Municipio VI
625,4738730,12.6155,41.8933,C8,2020-01-10,Sereno,Municipio VI
626,4738738,12.5326,41.9252,C8,2020-01-10,Sereno,Municipio IV
627,4738738,12.5326,41.9252,C8,2020-01-10,Sereno,Municipio IV
628,4738740,12.4803,41.8528,C8,2020-01-10,Sereno,Municipio VIII
629,4738740,12.4803,41.8528,C8,2020-01-10,Sereno,Municipio VIII
630,4738744,12.5231,41.9426,C2,2020-01-10,Sereno,Municipio III
631,4738744,12.5231,41.9426,C2,2020-01-10,Sereno,Municipio III
632,4738748,12.4223,41.9413,C2,2020-01-10,Sereno,Municipio XIV
633,4738748,12.4223,41.9413,C2,2020-01-10,Sereno,Municipio XIV
634,4738748,12.4223,41.9413,C2,2020-01-10,Sereno,Municipio XIV
635,4738753,12.5388,41.9752,C3,2020-01-10,Sereno,Municipio III
636,4738755,12.4177,41.8952,C5,2020-01-10,Sereno,Municipio XIII
637,4738755,12.4177,41.8952,C5,2020-01-10,Sereno,Municipio XIII
638,4738766,12.586,41.9398,C8,2020-01-10,Sereno,Municipio IV
639,4738766,12.586,41.9398,C8,2020-01-10,Sereno,Municipio IV
640,4738775,12.573,41.8601,C2,2020-01-10,Sereno,Municipio VII
641,4738775,12.573,41.8601,C2,2020-01-10,Sereno,Municipio VII
642,4738775,12.573,41.8601,C2,2020-01-10,Sereno,Municipio VII
643,4738775,12.573,41.8601,C2,2020-01-10,Sereno,Municipio VII
644,4738775,12.573,41.8601,C2,2020-01-10,Sereno,Municipio VII
645,4738777,12.4274,41.9303,C4,2020-01-10,Sereno,Municipio XIV
646,4738777,12.4274,41.9303,C4,2020-01-10,Sereno,Municipio XIV
647,4738777,12.4274,41.9303,C4,2020-01-10,Sereno,Municipio XIV
648,4738783,12.5906,41.9448,C4,2020-01-10,Sereno,Municipio IV
649,4738783,12.5906,41.9448,C4,2020-01-10,Sereno,Municipio IV
650,4738783,12.5906,41.9448,C4,2020-01-10,Sereno,Municipio IV
651,4738785,12.5353,41.9605,C2,2020-01-10,Sereno,Municipio III
652,4738785,12.5353,41.9605,C2,2020-01-10,Sereno,Municipio III
653,4738785,12.5353,41.9605,C2,2020-01-10,Sereno,Municipio III
654,4738785,12.5353,41.9605,C2,2020-01-10,Sereno,Municipio III
655,4738793,12.4018,41.9308,C2,2020-01-10,Sereno,Municipio XIV
656,4738793,12.4018,41.9308,C2,2020-01-10,Sereno,Municipio XIV
657,4738793,12.4018,41.9308,C2,2020-01-10,Sereno,Municipio XIV
658,4738793,12.4018,41.9308,C2,2020-01-10,Sereno,Municipio XIV
659,4738797,12.5895,41.9183,C8,2020-01-10,Sereno,Municipio IV
660,4738797,12.5895,41.9183,C8,2020-01-10,Sereno,Municipio IV
661,4738797,12.5895,41.9183,C8,2020-01-10,Sereno,Municipio IV
662,4738798,12.6125,41.9359,,2020-01-10,Sereno,Municipio IV
663,4738798,12.6125,41.9359,,2020-01-10,Sereno,Municipio IV
664,4738798,12.6125,41.9359,,2020-01-10,Sereno,Municipio IV
665,4738805,12.5629,41.9111,C5,2020-01-10,Sereno,Municipio IV
666,4738805,12.5629,41.9111,C5,2020-01-10,Sereno,Municipio IV
667,4738805,12.5629,41.9111,C5,2020-01-10,Sereno,Municipio IV
668,4738808,12.4098,41.9198,,2020-01-10,Sereno,Municipio XIV
669,4738808,12.4098,41.9198,,2020-01-10,Sereno,Municipio XIV
670,4738808,12.4098,41.9198,,2020-01-10,Sereno,Municipio XIV
671,4738809,12.5837,41.9197,C5,2020-01-10,Sereno,Municipio IV
672,4738809,12.5837,41.9197,C5,2020-01-10,Sereno,Municipio IV
673,4738809,12.5837,41.9197,C5,2020-01-10,Sereno,Municipio IV
674,4738809,12.5837,41.9197,C5,2020-01-10,Sereno,Municipio IV
675,4738816,12.6242,41.9376,C8,2020-01-10,Sereno,Municipio IV
676,4738816,12.6242,41.9376,C8,2020-01-10,Sereno,Municipio IV
677,4738816,12.6242,41.9376,C8,2020-01-10,Sereno,Municipio IV
678,4738816,12.6242,41.9376,C8,2020-01-10,Sereno,Municipio IV
679,4738822,12.4536,41.8089,C4,2020-01-10,Sereno,Municipio IX
680,4738822,12.4536,41.8089,C4,2020-01-10,Sereno,Municipio IX
681,4738822,12.4536,41.8089,C4,2020-01-10,Sereno,Municipio IX
682,4738822,12.4536,41.8089,C4,2020-01-10,Sereno,Municipio IX
683,4738822,12.4536,41.8089,C4,2020-01-10,Sereno,Municipio IX
684,4738822,12.4536,41.8089,C4,2020-01-10,Sereno,Municipio IX
685,4738833,12.643,41.9318,C5,2020-01-10,Sereno,Municipio IV
686,4738833,12.643,41.9318,C5,2020-01-10,Sereno,Municipio IV
687,4738833,12.643,41.9318,C5,2020-01-10,Sereno,Municipio IV
688,4738833,12.643,41.9318,C5,2020-01-10,Sereno,Municipio IV
689,4738834,12.4519,41.9072,C3,2020-01-10,Sereno,Municipio I
690,4738834,12.4519,41.9072,C3,2020-01-10,Sereno,Municipio I
691,4738836,12.5613,41.9156,C4,2020-01-10,Sereno,Municipio IV
692,4738836,12.5613,41.9156,C4,2020-01-10,Sereno,Municipio IV
693,4738836,12.5613,41.9156,C4,2020-01-10,Sereno,Municipio IV
694,4738837,12.5077,41.8929,C5,2020-01-10,Sereno,Municipio I
695,4738837,12.5077,41.8929,C5,2020-01-10,Sereno,Municipio I
696,4738837,12.5077,41.8929,C5,2020-01-10,Sereno,Municipio I
697,4738843,12.5667,41.8625,C4,2020-01-10,Sereno,Municipio VII
698,4738843,12.5667,41.8625,C4,2020-01-10,Sereno,Municipio VII
699,4738843,12.5667,41.8625,C4,2020-01-10,Sereno,Municipio VII
700,4738843,12.5667,41.8625,C4,2020-01-10,Sereno,Municipio VII
701,4738843,12.5667,41.8625,C4,2020-01-10,Sereno,Municipio VII
702,4738854,12.46,41.9074,C8,2020-01-10,Sereno,Municipio I
703,4738854,12.46,41.9074,C8,2020-01-10,Sereno,Municipio I
704,4738854,12.46,41.9074,C8,2020-01-10,Sereno,Municipio I
705,4738890,12.4386,41.9012,C8,2020-01-10,Sereno,Municipio XIII
706,4738890,12.4386,41.9012,C8,2020-01-10,Sereno,Municipio XIII
707,4738890,12.4386,41.9012,C8,2020-01-10,Sereno,Municipio XIII
708,4738890,12.4386,41.9012,C8,2020-01-10,Sereno,Municipio XIII
709,4738890,12.4386,41.9012,C8,2020-01-10,Sereno,Municipio XIII
710,4738899,12.5365,41.9295,,2020-01-10,Sereno,Municipio III
711,4738899,12.5365,41.9295,,2020-01-10,Sereno,Municipio III
712,4738899,12.5365,41.9295,,2020-01-10,Sereno,Municipio III
713,4738899,12.5365,41.9295,,2020-01-10,Sereno,Municipio III
714,4738906,12.3374,41.7823,C8,2020-01-10,Sereno,Municipio X
715,4738906,12.3374,41.7823,C8,2020-01-10,Sereno,Municipio X
716,4738906,12.3374,41.7823,C8,2020-01-10,Sereno,Municipio X
717,4738906,12.3374,41.7823,C8,2020-01-10,Sereno,Municipio X
718,4738907,12.5221,41.9058,C2,2020-01-10,Sereno,Municipio II
719,4738907,12.5221,41.9058,C2,2020-01-10,Sereno,Municipio II
720,4738907,12.5221,41.9058,C2,2020-01-10,Sereno,Municipio II
721,4738910,12.4986,41.8888,C3,2020-01-10,Sereno,Municipio I
722,4738910,12.4986,41.8888,C3,2020-01-10,Sereno,Municipio I
723,4738910,12.4986,41.8888,C3,2020-01-10,Sereno,Municipio I
724,4738910,12.4986,41.8888,C3,2020-01-10,Sereno,Municipio I
725,4738928,12.4602,41.9168,C8,2020-01-10,Sereno,Municipio I
726,4738928,12.4602,41.9168,C8,2020-01-10,Sereno,Municipio I
727,4738928,12.4602,41.9168,C8,2020-01-10,Sereno,Municipio I
728,4738934,12.4672,41.9055,C8,2020-01-10,Sereno,Municipio I
729,4738934,12.4672,41.9055,C8,2020-01-10,Sereno,Municipio I
730,4738934,12.4672,41.9055,C8,2020-01-10,Sereno,Municipio I
731,4738934,12.4672,41.9055,C8,2020-01-10,Sereno,Municipio I
732,4738934,12.4672,41.9055,C8,2020-01-10,Sereno,Municipio I
733,4738934,12.4672,41.9055,C8,2020-01-10,Sereno,Municipio I
