,Protocollo,Longitude,Latitude,NaturaIncidente,DataOraIncidente,CondizioneAtmosferica,Municipio
1193,4742319,12.4229,41.9409,C2,2020-01-10,Sereno,Municipio XIV
1194,4742319,12.4229,41.9409,C2,2020-01-10,Sereno,Municipio XIV
1195,4742322,12.5555,41.8609,C2,2020-01-10,Sereno,Municipio VII
1196,4742322,12.5555,41.8609,C2,2020-01-10,Sereno,Municipio VII
1197,4742335,12.527,41.9307,C6,2020-01-10,Sereno,Municipio III
1198,4742344,12.5722,41.9135,C5,2020-01-10,Sereno,Municipio IV
1199,4742346,12.6476,41.9391,C5,2020-01-10,Sereno,Municipio IV
1200,4742347,12.3739,41.9473,C8,2020-01-10,Sereno,Municipio XIV
1201,4742347,12.3739,41.9473,C8,2020-01-10,Sereno,Municipio XIV
1202,4742352,12.5087,41.9116,C2,2020-01-10,Sereno,Municipio II
1203,4742352,12.5087,41.9116,C2,2020-01-10,Sereno,Municipio II
1204,4742354,12.5848,41.9326,C8,2020-01-10,Sereno,Municipio IV
1205,4742354,12.5848,41.9326,C8,2020-01-10,Sereno,Municipio IV
1206,4742357,12.5738,41.8494,C1,2020-01-10,Sereno,Municipio VII
1207,4742357,12.5738,41.8494,C1,2020-01-10,Sereno,Municipio VII
1208,4742357,12.5738,41.8494,C1,2020-01-10,Sereno,Municipio VII
1209,4742359,12.5318,41.8985,C8,2020-01-10,Sereno,Municipio IV
1210,4742359,12.5318,41.8985,C8,2020-01-10,Sereno,Municipio IV
1211,4742359,12.5318,41.8985,C8,2020-01-10,Sereno,Municipio IV
1212,4742361,12.5457,42.0061,C2,2020-01-10,Sereno,Municipio III
1213,4742361,12.5457,42.0061,C2,2020-01-10,Sereno,Municipio III
1214,4742362,12.408,41.907,C2,2020-01-10,Sereno,Municipio XIV
1215,4742362,12.408,41.907,C2,2020-01-10,Sereno,Municipio XIV
1216,4742363,12.5158,41.9055,C2,2020-01-10,Sereno,Municipio II
1217,4742363,12.5158,41.9055,C2,2020-01-10,Sereno,Municipio II
1218,4742363,12.5158,41.9055,C2,2020-01-10,Sereno,Municipio II
1219,4742363,12.5158,41.9055,C2,2020-01-10,Sereno,Municipio II
1220,4742363,12.5158,41.9055,C2,2020-01-10,Sereno,Municipio II
1221,4742364,12.5301,41.9155,C7,2020-01-10,Sereno,Municipio IV
1222,4742365,12.5393,41.9373,C2,2020-01-10,Sereno,Municipio III
1223,4742365,12.5393,41.9373,C2,2020-01-10,Sereno,Municipio III
1224,4742366,12.4146,41.9141,C2,2020-01-10,Sereno,Municipio XIV
1225,4742366,12.4146,41.9141,C2,2020-01-10,Sereno,Municipio XIV
1226,4742376,12.5115,41.9803,C2,2020-01-10,Sereno,Municipio III
1227,4742376,12.5115,41.9803,C2,2020-01-10,Sereno,Municipio III
1228,4742378,12.4534,41.9161,C2,2020-01-10,Sereno,Municipio I
1229,4742378,12.4534,41.9161,C2,2020-01-10,Sereno,Municipio I
1230,4742379,12.4505,41.8057,C7,2020-01-10,Sereno,Municipio IX
1231,4742405,12.4533,41.9159,C3,2020-01-10,Sereno,Municipio I
1232,4742405,12.4533,41.9159,C3,2020-01-10,Sereno,Municipio I
1233,4742409,12.5728,41.9579,C4,2020-01-10,Sereno,Municipio III
1234,4742409,12.5728,41.9579,C4,2020-01-10,Sereno,Municipio III
1235,4742409,12.5728,41.9579,C4,2020-01-10,Sereno,Municipio III
1236,4742409,12.5728,41.9579,C4,2020-01-10,Sereno,Municipio III
1237,4742411,12.4148,41.9256,,2020-01-10,Sereno,Municipio XIV
1238,4742411,12.4148,41.9256,,2020-01-10,Sereno,Municipio XIV
1239,4742414,12.6112,41.9568,C4,2020-01-10,Sereno,Municipio IV
1240,4742414,12.6112,41.9568,C4,2020-01-10,Sereno,Municipio IV
1241,4742414,12.6112,41.9568,C4,2020-01-10,Sereno,Municipio IV
1242,4742418,12.6017,41.8147,C1,2020-01-10,Sereno,Municipio VII
1243,4742418,12.6017,41.8147,C1,2020-01-10,Sereno,Municipio VII
1244,4742419,12.425,41.9239,C4,2020-01-10,Sereno,Municipio XIV
1245,4742419,12.425,41.9239,C4,2020-01-10,Sereno,Municipio XIV
1246,4742437,12.5244,41.9405,C2,2020-01-10,Nebbia,Municipio III
1247,4742437,12.5244,41.9405,C2,2020-01-10,Nebbia,Municipio III
1248,4742443,12.4199,41.8553,C8,2020-01-10,Sereno,Municipio XI
1249,4742443,12.4199,41.8553,C8,2020-01-10,Sereno,Municipio XI
1250,4742444,12.4939,41.9071,C8,2020-01-10,Sereno,Municipio I
1251,4742444,12.4939,41.9071,C8,2020-01-10,Sereno,Municipio I
1252,4742444,12.4939,41.9071,C8,2020-01-10,Sereno,Municipio I
1253,4742453,12.5684,41.8516,C8,2020-01-10,Sereno,Municipio VII
1254,4742453,12.5684,41.8516,C8,2020-01-10,Sereno,Municipio VII
1255,4742453,12.5684,41.8516,C8,2020-01-10,Sereno,Municipio VII
1256,4742459,12.5151,41.936,C2,2020-01-10,Sereno,Municipio II
1257,4742459,12.5151,41.936,C2,2020-01-10,Sereno,Municipio II
1258,4742459,12.5151,41.936,C2,2020-01-10,Sereno,Municipio II
1259,4742484,12.5838,41.8429,C2,2020-01-10,Sereno,Municipio VII
1260,4742484,12.5838,41.8429,C2,2020-01-10,Sereno,Municipio VII
1261,4742490,12.5319,41.8878,C3,2020-01-10,Sereno,Municipio V
1262,4742492,12.4895,41.8846,C4,2020-01-10,Sereno,Municipio I
1263,4742492,12.4895,41.8846,C4,2020-01-10,Sereno,Municipio I
1264,4742492,12.4895,41.8846,C4,2020-01-10,Sereno,Municipio I
1265,4742497,12.4672,41.9074,C3,2020-01-10,Sereno,Municipio I
1266,4742497,12.4672,41.9074,C3,2020-01-10,Sereno,Municipio I
1267,4742525,12.5438,41.8393,C2,2020-01-10,Sereno,Municipio VIII
1268,4742525,12.5438,41.8393,C2,2020-01-10,Sereno,Municipio VIII
1269,4742525,12.5438,41.8393,C2,2020-01-10,Sereno,Municipio VIII
1270,4742547,12.5185,41.9612,C1,2020-01-10,Sereno,Municipio III
1271,4742547,12.5185,41.9612,C1,2020-01-10,Sereno,Municipio III
1272,4742551,12.5166,41.8707,C3,2020-01-10,Sereno,Municipio VII
1273,4742551,12.5166,41.8707,C3,2020-01-10,Sereno,Municipio VII
1274,4742588,12.5865,41.8734,C2,2020-01-10,Sereno,Municipio V
1275,4742588,12.5865,41.8734,C2,2020-01-10,Sereno,Municipio V
1276,4742588,12.5865,41.8734,C2,2020-01-10,Sereno,Municipio V
1277,4742596,12.5263,41.9295,,2020-01-10,Sereno,Municipio II
1278,4742596,12.5263,41.9295,,2020-01-10,Sereno,Municipio II
1279,4742596,12.5263,41.9295,,2020-01-10,Sereno,Municipio II
1280,4742596,12.5263,41.9295,,2020-01-10,Sereno,Municipio II
1281,4742649,12.5493,41.843,C2,2020-01-10,Sereno,Municipio VII
1282,4742649,12.5493,41.843,C2,2020-01-10,Sereno,Municipio VII
1283,4742649,12.5493,41.843,C2,2020-01-10,Sereno,Municipio VII
1284,4742651,12.4852,41.8853,C8,2020-01-10,Sereno,Municipio I
1285,4742651,12.4852,41.8853,C8,2020-01-10,Sereno,Municipio I
1286,4742651,12.4852,41.8853,C8,2020-01-10,Sereno,Municipio I
1287,4742732,12.4314,41.8975,,2020-01-10,Sereno,Municipio XIII
1288,4742732,12.4314,41.8975,,2020-01-10,Sereno,Municipio XIII
1289,4742732,12.4314,41.8975,,2020-01-10,Sereno,Municipio XIII
1290,4742742,12.4792,41.9609,C2,2020-01-10,Sereno,Municipio XV
1291,4742742,12.4792,41.9609,C2,2020-01-10,Sereno,Municipio XV
1292,4742742,12.4792,41.9609,C2,2020-01-10,Sereno,Municipio XV
1293,4742832,12.4764,41.8799,C2,2020-01-10,Sereno,Municipio I
1294,4742832,12.4764,41.8799,C2,2020-01-10,Sereno,Municipio I
1295,4742875,12.5115,41.8797,C6,2020-01-10,Sereno,Municipio VII
1296,4742875,12.5115,41.8797,C6,2020-01-10,Sereno,Municipio VII
1297,4742908,12.5278,41.8729,C8,2020-01-10,Sereno,Municipio VII
1298,4742908,12.5278,41.8729,C8,2020-01-10,Sereno,Municipio VII
1299,4742908,12.5278,41.8729,C8,2020-01-10,Sereno,Municipio VII
1300,4742927,12.5653,41.8551,C3,2020-01-10,Sereno,Municipio VII
1301,4742927,12.5653,41.8551,C3,2020-01-10,Sereno,Municipio VII
1302,4742968,12.4387,41.9232,C3,2020-01-10,Sereno,Municipio XIV
1303,4742968,12.4387,41.9232,C3,2020-01-10,Sereno,Municipio XIV
1304,4743007,12.4568,41.88,C1,2020-01-10,Sereno,Municipio XII
1305,4743007,12.4568,41.88,C1,2020-01-10,Sereno,Municipio XII
1306,4743013,12.4828,41.94,C4,2020-01-10,Sereno,Municipio XV
1307,4743013,12.4828,41.94,C4,2020-01-10,Sereno,Municipio XV
1308,4743013,12.4828,41.94,C4,2020-01-10,Sereno,Municipio XV
1309,4743021,12.475,41.9017,C5,2020-01-10,Sereno,Municipio I
1310,4743021,12.475,41.9017,C5,2020-01-10,Sereno,Municipio I
1311,4743073,12.5162,41.8788,C8,2020-01-10,Sereno,Municipio VII
1312,4743073,12.5162,41.8788,C8,2020-01-10,Sereno,Municipio VII
1313,4743088,12.5663,41.8807,C1,2020-01-10,Sereno,Municipio V
1314,4743088,12.5663,41.8807,C1,2020-01-10,Sereno,Municipio V
1315,4743097,12.441,41.88,C2,2020-01-10,Sereno,Municipio XII
1316,4743097,12.441,41.88,C2,2020-01-10,Sereno,Municipio XII
1317,4743139,12.521,41.8781,C3,2020-01-10,Sereno,Municipio VII
1318,4743139,12.521,41.8781,C3,2020-01-10,Sereno,Municipio VII
1319,4743147,12.4261,41.8806,C3,2020-01-10,Sereno,Municipio XII
1320,4743147,12.4261,41.8806,C3,2020-01-10,Sereno,Municipio XII
1321,4743154,12.5514,41.86,C1,2020-01-10,Sereno,Municipio VII
1322,4743154,12.5514,41.86,C1,2020-01-10,Sereno,Municipio VII
1323,4743154,12.5514,41.86,C1,2020-01-10,Sereno,Municipio VII
1324,4743160,12.5318,41.8797,C3,2020-01-10,Sereno,Municipio VII
1325,4743160,12.5318,41.8797,C3,2020-01-10,Sereno,Municipio VII
1326,4743160,12.5318,41.8797,C3,2020-01-10,Sereno,Municipio VII
1327,4743187,12.4272,41.8919,C1,2020-01-10,Sereno,Municipio XIII
1328,4743187,12.4272,41.8919,C1,2020-01-10,Sereno,Municipio XIII
1329,4743187,12.4272,41.8919,C1,2020-01-10,Sereno,Municipio XIII
1330,4743206,12.5586,41.8616,C8,2020-01-10,Sereno,Municipio VII
1331,4743206,12.5586,41.8616,C8,2020-01-10,Sereno,Municipio VII
1332,4743268,12.5085,41.8799,C6,2020-01-10,Sereno,Municipio VII
1333,4743268,12.5085,41.8799,C6,2020-01-10,Sereno,Municipio VII
1334,4743268,12.5085,41.8799,C6,2020-01-10,Sereno,Municipio VII
1335,4743322,12.3513,41.9124,C8,2020-01-10,Sereno,Municipio XIII
1336,4743322,12.3513,41.9124,C8,2020-01-10,Sereno,Municipio XIII
1337,4743338,12.5301,41.8647,C4,2020-01-10,Sereno,Municipio VII
1338,4743338,12.5301,41.8647,C4,2020-01-10,Sereno,Municipio VII
1339,4743338,12.5301,41.8647,C4,2020-01-10,Sereno,Municipio VII
1340,4743342,12.4703,41.7683,C8,2020-01-10,Sereno,Municipio IX
1341,4743342,12.4703,41.7683,C8,2020-01-10,Sereno,Municipio IX
1342,4743342,12.4703,41.7683,C8,2020-01-10,Sereno,Municipio IX
1343,4743353,12.576,41.8347,C8,2020-01-10,Sereno,Municipio VII
1344,4743353,12.576,41.8347,C8,2020-01-10,Sereno,Municipio VII
1345,4743353,12.576,41.8347,C8,2020-01-10,Sereno,Municipio VII
1346,4743368,12.4181,41.9114,C3,2020-01-10,Sereno,Municipio XIV
1347,4743368,12.4181,41.9114,C3,2020-01-10,Sereno,Municipio XIV
1348,4743385,12.574,41.8495,C2,2020-01-10,Sereno,Municipio VII
1349,4743385,12.574,41.8495,C2,2020-01-10,Sereno,Municipio VII
1350,4743385,12.574,41.8495,C2,2020-01-10,Sereno,Municipio VII
1351,4743422,12.4021,41.8863,C4,2020-01-10,Sereno,Municipio XII
1352,4743422,12.4021,41.8863,C4,2020-01-10,Sereno,Municipio XII
1353,4743422,12.4021,41.8863,C4,2020-01-10,Sereno,Municipio XII
1354,4743422,12.4021,41.8863,C4,2020-01-10,Sereno,Municipio XII
1355,4743481,12.4711,41.8335,C2,2020-01-10,Sereno,Municipio IX
1356,4743481,12.4711,41.8335,C2,2020-01-10,Sereno,Municipio IX
1357,4743481,12.4711,41.8335,C2,2020-01-10,Sereno,Municipio IX
1358,4743570,12.4536,41.8089,C8,2020-01-10,Sereno,Municipio IX
1359,4743570,12.4536,41.8089,C8,2020-01-10,Sereno,Municipio IX
1360,4743570,12.4536,41.8089,C8,2020-01-10,Sereno,Municipio IX
1361,4743589,12.3459,41.7744,C8,2020-01-10,Sereno,Municipio X
1362,4743589,12.3459,41.7744,C8,2020-01-10,Sereno,Municipio X
1363,4743589,12.3459,41.7744,C8,2020-01-10,Sereno,Municipio X
1364,4743589,12.3459,41.7744,C8,2020-01-10,Sereno,Municipio X
1365,4743605,12.3537,41.7772,C8,2020-01-10,Sereno,Municipio X
1366,4743605,12.3537,41.7772,C8,2020-01-10,Sereno,Municipio X
1367,4743626,12.5078,41.8954,C4,2020-01-10,Sereno,Municipio I
1368,4743626,12.5078,41.8954,C4,2020-01-10,Sereno,Municipio I
1369,4743681,12.5407,41.9087,C6,2020-01-10,Sereno,Municipio IV
1370,4743685,12.5398,41.9087,C2,2020-01-10,Sereno,Municipio IV
1371,4743685,12.5398,41.9087,C2,2020-01-10,Sereno,Municipio IV
1372,4743686,12.5463,41.9095,C5,2020-01-10,Sereno,Municipio IV
1373,4743686,12.5463,41.9095,C5,2020-01-10,Sereno,Municipio IV
1374,4743686,12.5463,41.9095,C5,2020-01-10,Sereno,Municipio IV
1375,4743688,12.4598,41.8329,C8,2020-01-10,Sereno,Municipio IX
1376,4743688,12.4598,41.8329,C8,2020-01-10,Sereno,Municipio IX
1377,4743691,12.5539,41.9354,C6,2020-01-10,Sereno,Municipio IV
1378,4743694,12.5556,41.9097,C2,2020-01-10,Sereno,Municipio IV
1379,4743694,12.5556,41.9097,C2,2020-01-10,Sereno,Municipio IV
1380,4743696,12.6092,41.9348,C4,2020-01-10,Sereno,Municipio IV
1381,4743696,12.6092,41.9348,C4,2020-01-10,Sereno,Municipio IV
1382,4743702,12.5364,41.9042,C6,2020-01-10,Sereno,Municipio IV
1383,4744021,12.6622,41.9095,C2,2020-01-10,Sereno,Municipio VI
1384,4744021,12.6622,41.9095,C2,2020-01-10,Sereno,Municipio VI
1385,4744021,12.6622,41.9095,C2,2020-01-10,Sereno,Municipio VI
1386,4744024,12.6409,41.8683,C8,2020-01-10,Sereno,Municipio VI
1387,4744024,12.6409,41.8683,C8,2020-01-10,Sereno,Municipio VI
1388,4744024,12.6409,41.8683,C8,2020-01-10,Sereno,Municipio VI
1389,4744026,12.6155,41.8933,C8,2020-01-10,Sereno,Municipio VI
1390,4744026,12.6155,41.8933,C8,2020-01-10,Sereno,Municipio VI
1391,4744026,12.6155,41.8933,C8,2020-01-10,Sereno,Municipio VI
1392,4744029,12.6701,41.8996,C8,2020-01-10,Sereno,Municipio VI
1393,4744029,12.6701,41.8996,C8,2020-01-10,Sereno,Municipio VI
1394,4744029,12.6701,41.8996,C8,2020-01-10,Sereno,Municipio VI
1395,4744031,12.6748,41.8767,C8,2020-01-10,Sereno,Municipio VI
1396,4744031,12.6748,41.8767,C8,2020-01-10,Sereno,Municipio VI
1397,4744031,12.6748,41.8767,C8,2020-01-10,Sereno,Municipio VI
1398,4744034,12.5751,41.8667,C8,2020-01-10,Sereno,Municipio VI
1399,4744034,12.5751,41.8667,C8,2020-01-10,Sereno,Municipio VI
1400,4744042,12.4918,41.8504,,2020-01-20,Sereno,Municipio VIII
1401,4744042,12.4918,41.8504,,2020-01-20,Sereno,Municipio VIII
1402,4744042,12.4918,41.8504,,2020-01-20,Sereno,Municipio VIII
1403,4744042,12.4918,41.8504,,2020-01-20,Sereno,Municipio VIII
1404,4744042,12.4918,41.8504,,2020-01-20,Sereno,Municipio VIII
1405,4744043,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
1406,4744043,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
1407,4744043,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
1408,4744043,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
1409,4744043,12.7077,41.9017,C8,2020-01-10,Sereno,Municipio VI
1410,4744044,12.481,41.8473,C2,2020-01-10,Sereno,Municipio VIII
1411,4744044,12.481,41.8473,C2,2020-01-10,Sereno,Municipio VIII
1412,4744046,12.6155,41.8933,C2,2020-01-10,Sereno,Municipio VI
1413,4744046,12.6155,41.8933,C2,2020-01-10,Sereno,Municipio VI
1414,4744046,12.6155,41.8933,C2,2020-01-10,Sereno,Municipio VI
1415,4744049,12.6487,41.8962,C4,2020-01-10,Sereno,Municipio VI
1416,4744049,12.6487,41.8962,C4,2020-01-10,Sereno,Municipio VI
1417,4744049,12.6487,41.8962,C4,2020-01-10,Sereno,Municipio VI
1418,4744065,12.612,41.8546,C1,2020-01-10,Sereno,Municipio VI
1419,4744065,12.612,41.8546,C1,2020-01-10,Sereno,Municipio VI
1420,4744073,12.2988,41.721,C4,2020-01-10,Sereno,Municipio X
1421,4744073,12.2988,41.721,C4,2020-01-10,Sereno,Municipio X
1422,4744076,12.4897,41.8258,C5,2020-01-10,Sereno,Municipio IX
1423,4744080,12.4842,41.8375,,2020-01-20,Sereno,Municipio VIII
1424,4744080,12.4842,41.8375,,2020-01-20,Sereno,Municipio VIII
1425,4744080,12.4842,41.8375,,2020-01-20,Sereno,Municipio VIII
1426,4744080,12.4842,41.8375,,2020-01-20,Sereno,Municipio VIII
1427,4744080,12.4842,41.8375,,2020-01-20,Sereno,Municipio VIII
1428,4744080,12.4842,41.8375,,2020-01-20,Sereno,Municipio VIII
1429,4744080,12.4842,41.8375,,2020-01-20,Sereno,Municipio VIII
1430,4744090,12.4859,41.8672,C8,2020-01-10,Sereno,Municipio VIII
1431,4744090,12.4859,41.8672,C8,2020-01-10,Sereno,Municipio VIII
1432,4744090,12.4859,41.8672,C8,2020-01-10,Sereno,Municipio VIII
1433,4744098,12.676,41.8636,C2,2020-01-10,Sereno,Municipio VI
1434,4744098,12.676,41.8636,C2,2020-01-10,Sereno,Municipio VI
1435,4744099,12.48,42.0057,C1,2020-01-10,Sereno,Municipio XV
1436,4744099,12.48,42.0057,C1,2020-01-10,Sereno,Municipio XV
1437,4744102,12.4879,41.8565,C2,2020-01-10,Sereno,Municipio VIII
1438,4744102,12.4879,41.8565,C2,2020-01-10,Sereno,Municipio VIII
1439,4744102,12.4879,41.8565,C2,2020-01-10,Sereno,Municipio VIII
1440,4744107,12.5958,41.9326,C5,2020-01-20,Sereno,Municipio IV
1441,4744111,12.571,41.856,C8,2020-01-10,Sereno,Municipio VII
1442,4744111,12.571,41.856,C8,2020-01-10,Sereno,Municipio VII
1443,4744112,12.4737,41.9464,C2,2020-01-10,Sereno,Municipio XV
1444,4744112,12.4737,41.9464,C2,2020-01-10,Sereno,Municipio XV
1445,4744113,12.5643,41.8749,C5,2020-01-10,Sereno,Municipio V
1446,4744124,12.3637,41.7806,C3,2020-01-10,Sereno,Municipio X
1447,4744124,12.3637,41.7806,C3,2020-01-10,Sereno,Municipio X
1448,4744132,12.4677,41.9376,C1,2020-01-10,Sereno,Municipio XV
1449,4744132,12.4677,41.9376,C1,2020-01-10,Sereno,Municipio XV
1450,4744142,12.5629,41.8913,C2,2020-01-10,Sereno,Municipio V
1451,4744142,12.5629,41.8913,C2,2020-01-10,Sereno,Municipio V
1452,4744147,12.587,41.8978,,2020-01-10,Sereno,Municipio V
1453,4744147,12.587,41.8978,,2020-01-10,Sereno,Municipio V
1454,4744147,12.587,41.8978,,2020-01-10,Sereno,Municipio V
1455,4744147,12.587,41.8978,,2020-01-10,Sereno,Municipio V
1456,4744151,12.5661,41.8549,C4,2020-01-10,Sereno,Municipio VII
1457,4744151,12.5661,41.8549,C4,2020-01-10,Sereno,Municipio VII
1458,4744151,12.5661,41.8549,C4,2020-01-10,Sereno,Municipio VII
1459,4744151,12.5661,41.8549,C4,2020-01-10,Sereno,Municipio VII
1460,4744151,12.5661,41.8549,C4,2020-01-10,Sereno,Municipio VII
1461,4744151,12.5661,41.8549,C4,2020-01-10,Sereno,Municipio VII
1462,4744153,12.2766,41.7354,C8,2020-01-10,Sereno,Municipio X
1463,4744153,12.2766,41.7354,C8,2020-01-10,Sereno,Municipio X
1464,4744158,12.4828,41.94,C4,2020-01-10,Sereno,Municipio XV
1465,4744158,12.4828,41.94,C4,2020-01-10,Sereno,Municipio XV
1466,4744164,12.4583,41.9185,C7,2020-01-10,Sereno,Municipio I
1467,4744167,12.5499,41.8668,C3,2020-01-10,Sereno,Municipio VII
1468,4744167,12.5499,41.8668,C3,2020-01-10,Sereno,Municipio VII
1469,4744180,12.4692,41.9142,C8,2020-01-10,Sereno,Municipio I
1470,4744180,12.4692,41.9142,C8,2020-01-10,Sereno,Municipio I
1471,4744180,12.4692,41.9142,C8,2020-01-10,Sereno,Municipio I
1472,4744180,12.4692,41.9142,C8,2020-01-10,Sereno,Municipio I
1473,4744184,12.4671,41.8649,C4,2020-01-10,Sereno,Municipio XI
1474,4744184,12.4671,41.8649,C4,2020-01-10,Sereno,Municipio XI
1475,4744184,12.4671,41.8649,C4,2020-01-10,Sereno,Municipio XI
1476,4744184,12.4671,41.8649,C4,2020-01-10,Sereno,Municipio XI
1477,4744216,12.389,41.8577,C5,2020-01-10,Sereno,Municipio XII
1478,4744225,12.4806,41.8299,C4,2020-01-20,Sereno,Municipio VIII
1479,4744225,12.4806,41.8299,C4,2020-01-20,Sereno,Municipio VIII
1480,4744225,12.4806,41.8299,C4,2020-01-20,Sereno,Municipio VIII
1481,4744225,12.4806,41.8299,C4,2020-01-20,Sereno,Municipio VIII
1482,4744237,12.4196,41.8317,C2,2020-01-10,Sereno,Municipio XI
1483,4744237,12.4196,41.8317,C2,2020-01-10,Sereno,Municipio XI
1484,4744250,12.539,41.9655,C5,2020-01-10,Sereno,Municipio III
1485,4744274,12.5742,41.8986,C4,2020-01-10,Sereno,Municipio V
1486,4744274,12.5742,41.8986,C4,2020-01-10,Sereno,Municipio V
1487,4744285,12.4725,41.8838,C4,2020-01-10,Sereno,Municipio XII
1488,4744285,12.4725,41.8838,C4,2020-01-10,Sereno,Municipio XII
1489,4744285,12.4725,41.8838,C4,2020-01-10,Sereno,Municipio XII
1490,4744287,12.4321,41.8451,,2020-01-20,Nuvoloso,Municipio XI
1491,4744287,12.4321,41.8451,,2020-01-20,Nuvoloso,Municipio XI
1492,4744287,12.4321,41.8451,,2020-01-20,Nuvoloso,Municipio XI
1493,4744302,12.4438,41.9134,C8,2020-01-10,Sereno,Municipio XIV
1494,4744302,12.4438,41.9134,C8,2020-01-10,Sereno,Municipio XIV
1495,4744311,12.5529,41.9452,C2,2020-01-10,Sereno,Municipio III
1496,4744311,12.5529,41.9452,C2,2020-01-10,Sereno,Municipio III
1497,4744319,12.4207,41.9419,C4,2020-01-10,Sereno,Municipio XIV
1498,4744319,12.4207,41.9419,C4,2020-01-10,Sereno,Municipio XIV
1499,4744319,12.4207,41.9419,C4,2020-01-10,Sereno,Municipio XIV
1500,4744341,12.5779,41.8792,C8,2020-01-10,Sereno,Municipio V
1501,4744341,12.5779,41.8792,C8,2020-01-10,Sereno,Municipio V
1502,4744343,12.4073,41.9601,C8,2020-01-10,Sereno,Municipio XIV
1503,4744343,12.4073,41.9601,C8,2020-01-10,Sereno,Municipio XIV
1504,4744354,12.4273,41.9375,C2,2020-01-10,Sereno,Municipio XIV
1505,4744354,12.4273,41.9375,C2,2020-01-10,Sereno,Municipio XIV
1506,4744354,12.4273,41.9375,C2,2020-01-10,Sereno,Municipio XIV
1507,4744356,12.4437,41.8618,C2,2020-01-10,Sereno,Municipio XII
1508,4744356,12.4437,41.8618,C2,2020-01-10,Sereno,Municipio XII
1509,4744364,12.4496,41.8725,C2,2020-01-10,Sereno,Municipio XII
1510,4744364,12.4496,41.8725,C2,2020-01-10,Sereno,Municipio XII
1511,4744387,12.3981,41.9213,,2020-01-10,Sereno,Municipio XIV
1512,4744387,12.3981,41.9213,,2020-01-10,Sereno,Municipio XIV
1513,4744387,12.3981,41.9213,,2020-01-10,Sereno,Municipio XIV
1514,4744387,12.3981,41.9213,,2020-01-10,Sereno,Municipio XIV
1515,4744422,12.4886,41.8298,C2,2020-01-10,Sereno,Municipio VIII
1516,4744422,12.4886,41.8298,C2,2020-01-10,Sereno,Municipio VIII
1517,4744422,12.4886,41.8298,C2,2020-01-10,Sereno,Municipio VIII
1518,4744440,12.5657,41.8797,C3,2020-01-10,Sereno,Municipio V
1519,4744440,12.5657,41.8797,C3,2020-01-10,Sereno,Municipio V
1520,4744457,12.4895,41.8515,C2,2020-01-20,Sereno,Municipio VIII
1521,4744457,12.4895,41.8515,C2,2020-01-20,Sereno,Municipio VIII
1522,4744460,12.5743,41.894,C8,2020-01-10,Sereno,Municipio V
1523,4744460,12.5743,41.894,C8,2020-01-10,Sereno,Municipio V
1524,4744460,12.5743,41.894,C8,2020-01-10,Sereno,Municipio V
1525,4744460,12.5743,41.894,C8,2020-01-10,Sereno,Municipio V
1526,4744460,12.5743,41.894,C8,2020-01-10,Sereno,Municipio V
1527,4744478,12.5043,41.8936,,2020-01-20,Sereno,Municipio I
1528,4744478,12.5043,41.8936,,2020-01-20,Sereno,Municipio I
1529,4744478,12.5043,41.8936,,2020-01-20,Sereno,Municipio I
1530,4744522,12.5728,41.9579,C8,2020-01-10,Sereno,Municipio III
1531,4744522,12.5728,41.9579,C8,2020-01-10,Sereno,Municipio III
1532,4744522,12.5728,41.9579,C8,2020-01-10,Sereno,Municipio III
1533,4744546,12.497,41.911,C6,2020-01-10,Sereno,Municipio II
1534,4744549,12.475,41.9275,C4,2020-01-10,Sereno,Municipio II
1535,4744549,12.475,41.9275,C4,2020-01-10,Sereno,Municipio II
1536,4744549,12.475,41.9275,C4,2020-01-10,Sereno,Municipio II
1537,4744549,12.475,41.9275,C4,2020-01-10,Sereno,Municipio II
1538,4744549,12.475,41.9275,C4,2020-01-10,Sereno,Municipio II
1539,4744571,12.4822,41.9269,C2,2020-01-10,Sereno,Municipio II
1540,4744571,12.4822,41.9269,C2,2020-01-10,Sereno,Municipio II
1541,4744571,12.4822,41.9269,C2,2020-01-10,Sereno,Municipio II
1542,4744575,12.5323,41.9159,C4,2020-01-10,Sereno,Municipio IV
1543,4744575,12.5323,41.9159,C4,2020-01-10,Sereno,Municipio IV
1544,4744577,12.5614,41.8878,C2,2020-01-10,Sereno,Municipio V
1545,4744577,12.5614,41.8878,C2,2020-01-10,Sereno,Municipio V
1546,4744593,12.5038,41.9151,C5,2020-01-10,Sereno,Municipio II
1547,4744604,12.4968,41.9068,C8,2020-01-10,Sereno,Municipio I
1548,4744604,12.4968,41.9068,C8,2020-01-10,Sereno,Municipio I
1549,4744604,12.4968,41.9068,C8,2020-01-10,Sereno,Municipio I
1550,4744604,12.4968,41.9068,C8,2020-01-10,Sereno,Municipio I
1551,4744614,12.4295,41.8959,C8,2020-01-10,Sereno,Municipio XIII
1552,4744614,12.4295,41.8959,C8,2020-01-10,Sereno,Municipio XIII
1553,4744614,12.4295,41.8959,C8,2020-01-10,Sereno,Municipio XIII
1554,4744655,12.4894,41.9099,C5,2020-01-20,Sereno,Municipio II
